[INFO ] 46-2019-12-10 14:37:48,630 method:com.crxl.xllxj.module.core.start.StartXlcrHerphoneMini.main(StartXlcrHerphoneMini.java:46) - 加载class路径配置文件
[INFO ] 22-2019-12-10 14:37:48,673 method:com.crxl.xllxj.module.core.config.ServerConfigLoad.load(ServerConfigLoad.java:22) - 加载 server.property 配置文件：{"ssl_open":"false","ssl_filename":"2390924__edisonluorui.com.jks","gamePath":"http://127.0.0.1:9994","ssl_type":"JKS","ssl_password":"67TmbA83","main_server_address":"","jetty_port":"9992","server_port":"9991"}
[INFO ] 61-2019-12-10 14:37:48,673 method:com.crxl.xllxj.module.core.start.StartXlcrHerphoneMini.main(StartXlcrHerphoneMini.java:61) - log4j 加载完毕，开始启动服务器
[INFO ] 68-2019-12-10 14:37:48,693 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_47---->save_7
[INFO ] 68-2019-12-10 14:37:48,693 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_9---->save_9
[INFO ] 68-2019-12-10 14:37:48,694 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_37---->save_7
[INFO ] 68-2019-12-10 14:37:48,695 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_45---->save_5
[INFO ] 68-2019-12-10 14:37:48,695 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_15---->save_5
[INFO ] 68-2019-12-10 14:37:48,695 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_11---->save_1
[INFO ] 68-2019-12-10 14:37:48,695 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_27---->save_7
[INFO ] 68-2019-12-10 14:37:48,695 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_20---->save_0
[INFO ] 68-2019-12-10 14:37:48,695 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_36---->save_6
[INFO ] 68-2019-12-10 14:37:48,695 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_5---->save_5
[INFO ] 68-2019-12-10 14:37:48,695 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_8---->save_8
[INFO ] 68-2019-12-10 14:37:48,696 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_35---->save_5
[INFO ] 68-2019-12-10 14:37:48,696 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_14---->save_4
[INFO ] 68-2019-12-10 14:37:48,697 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_40---->save_0
[INFO ] 68-2019-12-10 14:37:48,697 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_17---->save_7
[INFO ] 68-2019-12-10 14:37:48,697 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_24---->save_4
[INFO ] 68-2019-12-10 14:37:48,697 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_16---->save_6
[INFO ] 68-2019-12-10 14:37:48,697 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_41---->save_1
[INFO ] 68-2019-12-10 14:37:48,697 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_23---->save_3
[INFO ] 68-2019-12-10 14:37:48,697 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_29---->save_9
[INFO ] 68-2019-12-10 14:37:48,697 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_10---->save_0
[INFO ] 68-2019-12-10 14:37:48,697 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_1---->save_1
[INFO ] 68-2019-12-10 14:37:48,698 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_7---->save_7
[INFO ] 68-2019-12-10 14:37:48,698 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_18---->save_8
[INFO ] 68-2019-12-10 14:37:48,698 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_4---->save_4
[INFO ] 68-2019-12-10 14:37:48,698 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_31---->save_1
[INFO ] 68-2019-12-10 14:37:48,698 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_21---->save_1
[INFO ] 68-2019-12-10 14:37:48,698 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_32---->save_2
[INFO ] 68-2019-12-10 14:37:48,698 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_0---->save_0
[INFO ] 68-2019-12-10 14:37:48,698 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_33---->save_3
[INFO ] 68-2019-12-10 14:37:48,698 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_26---->save_6
[INFO ] 68-2019-12-10 14:37:48,699 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_19---->save_9
[INFO ] 68-2019-12-10 14:37:48,699 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_49---->save_9
[INFO ] 68-2019-12-10 14:37:48,699 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_44---->save_4
[INFO ] 68-2019-12-10 14:37:48,699 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_38---->save_8
[INFO ] 68-2019-12-10 14:37:48,699 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_13---->save_3
[INFO ] 68-2019-12-10 14:37:48,699 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_25---->save_5
[INFO ] 68-2019-12-10 14:37:48,699 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_2---->save_2
[INFO ] 68-2019-12-10 14:37:48,699 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_12---->save_2
[INFO ] 68-2019-12-10 14:37:48,699 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_39---->save_9
[INFO ] 68-2019-12-10 14:37:48,699 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_48---->save_8
[INFO ] 68-2019-12-10 14:37:48,699 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_43---->save_3
[INFO ] 68-2019-12-10 14:37:48,700 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_28---->save_8
[INFO ] 68-2019-12-10 14:37:48,700 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_3---->save_3
[INFO ] 68-2019-12-10 14:37:48,700 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_42---->save_2
[INFO ] 68-2019-12-10 14:37:48,700 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_6---->save_6
[INFO ] 68-2019-12-10 14:37:48,700 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_22---->save_2
[INFO ] 68-2019-12-10 14:37:48,700 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_30---->save_0
[INFO ] 68-2019-12-10 14:37:48,700 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_34---->save_4
[INFO ] 68-2019-12-10 14:37:48,700 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_46---->save_6
